MOP	language	text	length	rating_list	mean_rating	bigram_total_logprob	bigram_avg_logprob	bigram_SLOR	trigram_total_logprob	trigram_avg_logprob	trigram_SLOR
MOP2	en	There was a significant improvement in the attendance of miners at the Mansfield clinic , however , since this was much closer to their homes .	23	4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 1, 4, 1, 4, 4	3.2	-56.7764	-2.1837076923076926	16.798300000000005	-56.8102	-2.185007692307692	16.764500000000005
MOP2	en	‘ Then maybe most of the faults were on my side .	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-28.3788	-2.3649	4.0732	-28.3357	-2.361308333333333	4.116299999999999
MOP2	en	Gere and Basinger star in the erotic thriller Final Analysis which Warner Home Video will released into video libraries by October 18 .	22	1, 4, 4, 4, 1, 1, 4, 4, 4, 1, 4, 4	3.0	-48.6661	-2.1159173913043476	5.293900000000001	-49.8535	-2.1675434782608693	4.106500000000004
MOP2	en	Recently , concern has grown that Michelangelo's ceiling of the Sistine chapel in Rome has been irreparably altered by the Vatican conservation team .	22	4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4	3.76923076923	-59.5178	-2.4799083333333334	6.967000000000006	-59.6766	-2.486525	6.8082000000000065
MOP2	en	Disillusion me and get my sympathy at the same time .	10	1, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1	3.4	-20.6974	-1.881581818181818	6.9471000000000025	-20.5499	-1.8681727272727273	7.0946
MOP2	en	The horse shot out like an arrow from a bow . ’	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-31.4166	-2.6180499999999998	2.7204999999999977	-31.601	-2.6334166666666667	2.5360999999999976
MOP2	en	The British Horse Society is anxious to find out why a third of them should have happened in this year alone .	21	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4	3.76923076923	-50.2569	-2.2844045454545454	10.668799999999997	-49.7263	-2.260286363636364	11.199399999999997
MOP2	en	Made with Pertex fabrics and Quallofil 7 filling , the Kompakt Lite weights only 1.2kg and , in its stuff sack , reduces to 7l .	22	1, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 1, 1, 1	2.94117647059	-57.4936	-2.211292307692308	1.5328000000000017	-56.4529	-2.1712653846153844	2.573500000000003
MOP2	en	In exceptional circumstances , your Head of Department will not apply the withdrawal clause if there is a reasonable explanation for failure to notify .	23	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4	3.8125	-67.2122	-2.688488	12.624600000000001	-68.1034	-2.7241359999999997	11.733400000000003
MOP2	en	‘ Goodness me , who on earth can that be ? ’	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-30.8109	-2.567575	-1.7958999999999996	-30.8552	-2.571266666666667	-1.8401999999999994
MOP2	en	Small specimens are sometimes confused with Synodontis petricolor .	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4	3.8	-21.7159	-2.412877777777778	2.292099999999998	-22.3798	-2.4866444444444444	1.6281999999999996
MOP2	en	They called us out into the stadium too early and it was hot , very hot .	15	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-36.2444	-2.1320235294117644	8.023499999999999	-36.0313	-2.1194882352941176	8.236599999999996
MOP2	en	The review copy is a solid black , but the basic model comes oil-finished .	13	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-38.9919	-2.59946	3.326599999999999	-39.1218	-2.60812	3.1967
MOP2	en	In their bedroom something crashed to the floor , which immediately woke one of the twins who began to howl .	19	1, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.6	-56.8547	-2.7073666666666667	6.9361999999999995	-57.1755	-2.722642857142857	6.615400000000001
MOP2	en	Wanting a man who was such a louse .	8	4, 1, 1, 4, 4, 4, 1, 1, 4, 4, 1, 4, 1	2.61538461538	-22.7207	-2.524522222222222	4.6052	-22.3656	-2.4850666666666665	4.9603
MOP2	en	This essential motion can not take place except in a liquid medium .	12	4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4	3.8	-38.7562	-2.9812461538461537	3.1509	-38.2224	-2.9401846153846156	3.6846999999999994
MOP2	en	Upper Stowe was once called Butter Stowe because the London carrier collected butter here .	14	4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4, 4	3.4	-42.1357	-2.8090466666666667	1.2391999999999967	-41.9721	-2.7981399999999996	1.4027999999999992
MOP2	en	The induction of adhesion of particular T-cell subsets by specific cytokines would make the process of lymphocyte recruitment more flexible and selective .	22	4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4	3.72727272727	-57.6023	-2.5044478260869565	2.933399999999999	-57.0658	-2.481121739130435	3.4698999999999955
MOP2	en	‘ If I'd been in your shoes I'd have walked right out on him . ’	13	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-31.6062	-1.9753875	3.2353000000000023	-31.5453	-1.97158125	3.2962000000000025
MOP2	en	‘ But it was lost — walls were built over it , the paper had disintegrated . ’	13	4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.75	-35.1045	-1.95025	3.1218999999999966	-35.1564	-1.9531333333333332	3.0700000000000003
MOP2	en	You can visit the village — it has a pub , beach and a shop — then retrace your steps through the woods to reach the Saints' Way .	25	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-62.0096	-2.1382620689655174	5.974899999999998	-61.131	-2.107965517241379	6.853499999999997
MOP2	en	He's amongst the qualifiers for the Lancome trophy at Paris .	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-17.8418	-1.6219818181818182	2.1468000000000025	-17.9739	-1.633990909090909	2.0147000000000013
MOP2	en	‘ Steal for you ? ’ he answered Laura's astonished protest , ‘ I'd do time .	11	4, 1, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4, 1, 4, 4, 1	3.0625	-36.355	-2.1385294117647056	2.1873000000000005	-36.8353	-2.1667823529411763	1.7070000000000007
MOP2	en	The previous maximum flue length for the 10.5kW and 18kW output boilers was three metres .	15	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4	3.8	-29.7761	-1.86100625	1.4954	-29.8289	-1.86430625	1.4425999999999988
MOP2	en	Rising slowly like an automaton , she made her way over to the counter and picked up the receiver .	18	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-48.9533	-2.4476649999999998	10.9555	-47.1043	-2.3552150000000003	12.804499999999997
MOP2	en	Has he really offered you the job back ? 	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-28.2263	-3.1362555555555556	-0.9208999999999996	-31.0843	-3.453811111111111	-3.7789
MOP2	en	They were like cogs working together , fitting into place when and where they were needed .	15	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-44.72	-2.6305882352941174	8.547400000000003	-42.2687	-2.486394117647059	10.9987
MOP2	en	Agnes , now fully dressed , went into the hall .	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-20.7702	-1.8881999999999999	7.4435	-19.3645	-1.7604090909090908	8.8492
MOP2	en	Supplement per person per night £135 for the first night , £105 each additional night ( minimum 2 persons ) .	15	4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.75	-59.6294	-2.839495238095238	2.015900000000002	-58.9498	-2.8071333333333337	2.6954999999999956
MOP2	en	You should obtain a Certificate of Posting , which is available free of charge at the counter .	16	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-42.5435	-2.3635277777777777	6.296199999999999	-41.3398	-2.2966555555555552	7.499900000000004
MOP2	en	The modernization and industrialization of nineteenth century Britain changed the population map .	12	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4	3.8	-29.5724	-2.2748	5.105700000000002	-29.9224	-2.3017230769230768	4.755700000000001
MOP2	en	Pallister's rivals are : Steve Bruce ( Manchester United ) ; Stuart Pearce ( Nottingham Forest ; Paul McGrath ( Aston Villa ) ; Gary Lineker ( Spurs ) ; Ray Houghton ( Liverpool ) .	21	4, 4, 1, 4, 4, 4, 4, 4, 4, 1	3.4	-65.2565	-1.8126805555555556	2.7280999999999977	-65.8453	-1.8290361111111109	2.1393000000000058
MOP2	en	‘ This shows the company didn't learn anything from this lesson .	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-32.1858	-2.68215	3.1004999999999967	-32.2813	-2.6901083333333333	3.0049999999999955
MOP2	en	Here we have an uninterrupted view of the prospect , and what a glorious prospect it is , stretching far away for many miles on every hand .	25	1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4, 4	3.4375	-69.6113	-2.4861178571428573	14.141800000000003	-69.2601	-2.473575	14.49300000000001
MOP2	en	Two years before , two TA soldiers met at an Army open day .	12	4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4	3.57142857143	-34.7255	-2.480392857142857	6.250700000000002	-34.6348	-2.4739142857142857	6.3414
MOP2	en	Orthodox Judaism continues to teach an elaborate separation of the menstruating woman from contact with the men of her family .	20	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-48.436	-2.3064761904761903	9.520600000000002	-48.7999	-2.323804761904762	9.1567
MOP2	en	A recent architectural survey revealed problems at the 60-year-old Salutation Church in Salutation Road .	14	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-37.4081	-2.493873333333333	2.5238000000000014	-37.6231	-2.5082066666666667	2.308799999999998
MOP2	en	The fireplace in question was set into a huge thick wall that partly divided the main room .	17	1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4	3.47058823529	-53.5399	-2.974438888888889	3.4849999999999994	-52.6467	-2.9248166666666666	4.3782
MOP2	en	It is a brave move to start afresh in a garden , and a sure test of one's design talents .	19	4, 4, 4, 4, 4, 1, 4, 1, 1, 4, 4, 4, 4, 4, 1	3.2	-53.2936	-2.537790476190476	11.026399999999995	-53.1555	-2.531214285714286	11.16449999999999
MOP2	en	Liverpool won early popularity as a result of Britain's military victories in the Peninsula , just as Mr Major's reputation was enhanced by the Gulf War .	25	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-62.6755	-2.321314814814815	12.151300000000006	-61.5957	-2.2813222222222223	13.231100000000005
MOP2	en	The EEC has banned BST until further research has been completed .	11	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-22.5432	-1.8785999999999998	5.283900000000003	-21.9398	-1.8283166666666668	5.8873
MOP2	en	This deliberate emphasis on the young people's unreliable and hurtful past relationships poses a dilemma for residential workers .	18	4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-54.2669	-2.856152631578947	4.850500000000004	-54.5693	-2.8720684210526315	4.548100000000005
MOP2	en	‘ As far as I can see we can either go for Dersingham or for the man himself .	17	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4	3.8	-40.455	-2.129210526315789	8.627000000000002	-40.3818	-2.125357894736842	8.700200000000002
MOP2	en	Distinction is drawn between existence of licence and its ceasing to have effect .	13	4, 4, 1, 1, 4, 1, 4, 4, 1, 1, 4, 1, 4, 4, 4, 4	2.875	-36.4896	-2.6064000000000003	4.051899999999996	-36.8699	-2.633564285714286	3.671599999999998
MOP2	en	Turn them into public gardens and you create an attraction instead of an eyesore .	14	4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4	3.8	-42.2481	-2.8165400000000003	2.542099999999998	-42.5506	-2.8367066666666667	2.239599999999996
MOP2	en	Mr Hawke last week repeated his support for the airlines recruiting new pilots overseas and re-hiring their former pilots on individual contracts .	22	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4	3.78571428571	-60.2477	-2.6194652173913044	7.2679000000000045	-60.1959	-2.617213043478261	7.3197000000000045
MOP2	en	In February , councillors refused to allow a variation of the hours .	11	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-24.6039	-1.8926076923076922	4.492000000000001	-25.1003	-1.9307923076923077	3.9955999999999996
MOP2	en	Nine schools in three Midlands LEAs , will be identified for in-depth study , following a questionnaire survey .	16	4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4	3.57142857143	-44.495	-2.341842105263158	4.227700000000006	-43.8672	-2.3087999999999997	4.855500000000006
MOP2	en	It is when the claim to neutrality is seen , as it must be , as a sham that damage is done to the judicial system .	24	4, 1, 1, 4, 1, 1, 4, 1, 4, 1, 1, 4, 4	2.38461538462	-64.0941	-2.3738555555555556	10.391000000000005	-63.9344	-2.3679407407407407	10.550700000000006
MOP2	en	Some of the trees , the vegetation and the animals were mechanical creations of Mirage Enterprises .	15	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-40.9626	-2.409564705882353	6.393599999999999	-40.6954	-2.393847058823529	6.660800000000002
MOP2	en	I say he because that is what I think of , though it could be they or even she .	18	4, 1, 4, 1, 1, 4, 4, 1, 4, 1, 4	2.63636363636	-55.3153	-2.765765	1.931599999999996	-54.6048	-2.73024	2.6420999999999992
MOP2	en	They are scripted for NCR System 3000 , Sun , HP DECstation and IBM hosts .	13	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4	3.64705882353	-24.9998	-1.5624875	2.1720000000000006	-24.8936	-1.55585	2.278200000000002
MOP2	en	The sequel arises from Hook's Barrie-esque determination to usurp another man's family , and from the modern man's fear of the child within himself .	23	4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1	3.47058823529	-56.998	-2.2799199999999997	9.216500000000003	-57.6226	-2.304904	8.591900000000003
MOP2	en	He looked from one tired face to another .	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-23.6253	-2.625033333333333	2.489699999999999	-23.3928	-2.5992	2.7221999999999973
MOP2	en	Invite the person closest to you to give you some honest feedback on the degree of diplomacy you exhibit .	19	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-59.3123	-2.965615	5.460799999999999	-59.159	-2.95795	5.6141000000000005
MOP2	en	There is little scope and seemingly no consideration for a contract by the valuer as principal .	16	1, 4, 1, 4, 1, 4, 4, 4, 4, 1, 4, 1	2.75	-41.4163	-2.4362529411764706	5.890300000000003	-39.9884	-2.3522588235294117	7.3182000000000045
MOP2	en	‘ Oh , it's not so bad , ’ Charles offered feebly .	8	4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4	3.78571428571	-27.9235	-2.1479615384615385	5.544500000000003	-28.2776	-2.1752	5.190400000000004
MOP2	en	And the programme ended as it dropped onto the fire to a chorus from the rest of Alf's family of ‘ unclean , unclean ’ .	22	4, 1, 1, 4, 4, 1, 1, 1, 4	2.33333333333	-55.6747	-2.1413346153846153	6.7830999999999975	-55.5175	-2.1352884615384613	6.940300000000001
MOP2	en	John Taylor was an itinerant craftsman who came from Oxford in 1839 to recast the church bells at Loughborough .	19	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-36.9686	-1.84843	6.458500000000001	-37.5942	-1.87971	5.832900000000002
MOP2	en	‘ What are you going to do next about Tweed ? ’	9	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-29.1603	-2.430025	2.094000000000001	-26.245	-2.1870833333333333	5.0093
MOP2	en	Be flexible , if necessary suggest that more time should be devoted to an item at a separate meeting .	18	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-51.8445	-2.592225	8.618700000000004	-52.1762	-2.60881	8.286999999999999
MOP2	en	It was originally published by the American company Houghton Mifflin ) .	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4	3.78571428571	-20.6905	-1.7242083333333333	5.5274	-20.0555	-1.6712916666666666	6.162400000000002
MOP2	en	For the truth is that no single agent affects our planet as much as we do .	16	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-41.67	-2.4511764705882353	9.507399999999997	-40.9678	-2.409870588235294	10.209600000000002
MOP2	en	Glass exploded and shattered all around it as the storm wind and rain blasted down the corridor at them .	19	4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4	3.76923076923	-59.9439	-2.997195	4.8936999999999955	-60.3301	-3.016505	4.507499999999993
MOP2	en	Lay participation in the running of the service was reduced ; in its place community health councils were created to represent the public .	22	4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4	3.35714285714	-67.8099	-2.8254125	5.379300000000001	-67.7176	-2.821566666666667	5.471599999999995
MOP2	en	The borrowers , Mr and Mrs Clothier , had a £225,000 advance on their home in Silverdale Avenue , Walton-on-Thames .	16	4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4	3.8	-36.7412	-1.7495809523809522	3.0290000000000035	-36.6918	-1.7472285714285714	3.078400000000002
MOP2	en	Rachel sat in tense silence beside the detestable Damian Flint .	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-32.0534	-2.913945454545455	2.2057999999999964	-32.0886	-2.9171454545454547	2.1706000000000003
MOP2	en	Fat couples in vacation plaids , bouncing about like toddlers in the low g and cooing over the moondirt souvenir jewellery .	20	1, 4, 4, 4, 4, 4, 4, 1, 1, 4, 1, 4, 4, 1, 1, 4, 4	2.94117647059	-71.1011	-3.231868181818182	1.6415999999999968	-70.8024	-3.2182909090909093	1.9402999999999935
MOP2	en	The Presidential Council initially appeared designed to supplant the CPSU central committee politburo as the main centre of political decision making in the Soviet Union .	25	1, 4, 4, 1, 4, 4, 4, 4, 1, 4, 4, 4, 4, 1, 4	3.2	-70.0069	-2.692573076923077	8.557699999999997	-69.7414	-2.6823615384615382	8.8232
MOP2	en	The hon. Gentleman said that the proposal was half-baked .	9	1, 4, 1, 1, 1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4	2.94117647059	-18.7392	-1.87392	2.7043999999999997	-18.8602	-1.8860199999999998	2.583400000000001
MOP2	en	The transporters are designed to withstand accidents and until recently the Govenrment ruled out any possibility of a radioactive leak .	20	4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.82352941176	-55.5498	-2.6452285714285715	7.322600000000001	-55.08	-2.6228571428571428	7.792400000000001
MOP2	en	I knew that there had to be a wound : she had not been drowned or strangled or poisoned .	18	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-54.3532	-2.71766	8.376599999999996	-54.1532	-2.7076599999999997	8.5766
MOP2	en	We are firmly committed to equal treatment for men and women in pensions .	13	4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.8	-40.6175	-2.90125	4.460000000000001	-37.863	-2.7045	7.214500000000001
MOP2	en	The poison is seldom dangerous but anyone who has accidentally trodden on a sea-urchin while bathing knows how painful the swelling can be .	23	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-66.477	-2.7698750000000003	7.686899999999994	-65.9649	-2.7485375	8.198999999999998
MOP2	en	Luckily for us simple folk the game plot is very straight forward .	12	4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4	3.8	-43.7126	-3.3625076923076924	2.3153000000000006	-43.4864	-3.3451076923076926	2.541499999999999
MOP2	en	They will report to a board headed by Sir Robert Telford , chairman of Marconi , a subsidiary of the ubiquitous GEC group .	21	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-52.2546	-2.1772750000000003	6.829699999999995	-52.8559	-2.2023291666666664	6.228400000000001
MOP2	en	Let us take the motion of A and B to be non-relativistic , so that .	14	1, 1, 4, 1, 1, 4, 4, 4, 1, 1, 4, 1, 1, 1, 1, 1	1.9375	-32.0382	-2.0023875	6.821999999999996	-31.7602	-1.9850125	7.099999999999998
MOP2	en	The cessation of hostilities was agreed in principle .	8	4, 1, 1, 4, 4, 4, 1, 1, 1, 4, 4, 4, 4, 4	2.92857142857	-23.1463	-2.5718111111111113	-0.4176000000000002	-22.7526	-2.5280666666666667	-0.023900000000001143
MOP2	en	A training allowance and travelling expenses for the 16 weeks of the programme .	13	4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 4, 1, 4, 1	3.0625	-38.7255	-2.7661071428571424	1.3072000000000017	-38.7023	-2.76445	1.3303999999999974
MOP2	en	Consider the different cell types , such as muscle , skin , gut , and nerve .	12	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-49.2606	-2.8976823529411764	2.280600000000007	-48.8622	-2.8742470588235296	2.679000000000002
