MOP	language	text	length	rating_list	mean_rating	bigram_total_logprob	bigram_avg_logprob	bigram_SLOR	trigram_total_logprob	trigram_avg_logprob	trigram_SLOR	gpt2_total_logprob	gpt2_avg_logprob	gpt2_SLOR
MOP2	en	Although the music was animated , only the arms moved .	9	4, 4, 1, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1	3.35714285714	-30.6809	-2.7891727272727276	1.765499999999996	-30.5712	-2.7792	1.875199999999996	-26.446608901633432	-2.4042371728757668	5.999791098366565
MOP2	en	But the report also blasts authority bosses for failing to control the activities of 58-year-old Mr Watney , who took early retirement last year .	23	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1	3.6	-64.6771	-2.587084	6.51870000000001	-63.6916	-2.547664	7.504200000000004	-54.26388976611566	-2.1705555906446263	16.931910233884345
MOP2	en	Some would of course reply personally ( he had included postage ) .	10	4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.8125	-33.2375	-2.556730769230769	3.1464	-34.0479	-2.6190692307692305	2.3359999999999985	-37.33131212313166	-2.8716393940870506	-0.947412123131663
MOP2	en	Police are appealing for witnesses to the incident , which happened at 11am on Monday in Windsor Street , Toxteth .	18	4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.72727272727	-46.3842	-2.2087714285714286	1.9067000000000007	-46.2694	-2.2033047619047617	2.021500000000003	-36.24263858577612	-1.7258399326560057	12.04826141422388
MOP2	en	The surface need not be perfectly flat or smooth .	9	4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4	3.8	-28.7596	-2.87596	3.1773000000000025	-27.9431	-2.7943100000000003	3.9938	-18.922357062113097	-1.8922357062113098	13.014542937886905
MOP2	en	There are 5,733 empty council houses , almost 2,000 of which have been empty for more than a year .	18	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-47.7858	-2.38929	10.6886	-47.429	-2.3714500000000003	11.0454	-35.1140940303972	-1.75570470151986	23.360305969602805
MOP2	en	Heath ( 3.3 ) sums up one influential and long-established tradition in the study of class differences in education .	17	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-56.6502	-2.83251	5.573500000000003	-55.5757	-2.778785	6.648000000000003	-49.89161614497459	-2.4945808072487297	12.33208385502541
MOP2	en	And his price — his price can be of enormous use .	10	1, 4, 4, 4, 4, 4, 1, 4, 1, 1, 4, 4, 4, 4, 4	3.2	-30.8625	-2.571875	0.5950999999999986	-30.8327	-2.5693916666666667	0.6249000000000002	-30.707764622244277	-2.558980385187023	0.7498353777557227
MOP2	en	There was a significant improvement in the attendance of miners at the Mansfield clinic , however , since this was much closer to their homes .	23	4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 1, 4, 1, 4, 4	3.2	-56.7764	-2.183707692307693	16.798300000000005	-56.8102	-2.185007692307692	16.764500000000005	-50.521000537766376	-1.9431154052987067	23.05369946223363
MOP2	en	‘ Then maybe most of the faults were on my side .	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-28.3788	-2.3649	4.0732	-28.3357	-2.361308333333333	4.116299999999999	-30.97412605908148	-2.5811771715901233	1.477873940918517
MOP2	en	Gere and Basinger star in the erotic thriller Final Analysis which Warner Home Video will released into video libraries by October 18 .	22	1, 4, 4, 4, 1, 1, 4, 4, 4, 1, 4, 4	3.0	-48.6661	-2.1159173913043476	5.293900000000001	-49.8535	-2.1675434782608693	4.106500000000004	-67.16204025821119	-2.9200887068787473	-13.202040258211191
MOP2	en	Recently , concern has grown that Michelangelo's ceiling of the Sistine chapel in Rome has been irreparably altered by the Vatican conservation team .	22	4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4	3.76923076923	-59.5178	-2.4799083333333334	6.967000000000006	-59.6766	-2.486525	6.8082000000000065	-52.101174683226525	-2.1708822784677717	14.383625316773482
MOP2	en	Disillusion me and get my sympathy at the same time .	10	1, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1	3.4	-20.6974	-1.881581818181818	6.9471000000000025	-20.5499	-1.868172727272727	7.0946	-26.96046380362973	-2.45095125487543	0.6840361963702719
MOP2	en	The horse shot out like an arrow from a bow . ’	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-31.4166	-2.61805	2.7204999999999977	-31.601	-2.6334166666666667	2.5360999999999976	-30.78446474638164	-2.56537206219847	3.352635253618356
MOP2	en	The British Horse Society is anxious to find out why a third of them should have happened in this year alone .	21	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4	3.76923076923	-50.2569	-2.2844045454545454	10.668799999999996	-49.7263	-2.260286363636364	11.199399999999995	-44.47591765910442	-2.021632620868383	16.44978234089558
MOP2	en	Made with Pertex fabrics and Quallofil 7 filling , the Kompakt Lite weights only 1.2kg and , in its stuff sack , reduces to 7l .	22	1, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 1, 1, 1	2.94117647059	-57.4936	-2.211292307692308	1.5328000000000015	-56.4529	-2.1712653846153844	2.573500000000003	-94.273025997526	-3.625885615289462	-35.246625997526
MOP2	en	In exceptional circumstances , your Head of Department will not apply the withdrawal clause if there is a reasonable explanation for failure to notify .	23	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4	3.8125	-67.2122	-2.688488	12.6246	-68.1034	-2.7241359999999997	11.733400000000003	-50.00773024447866	-2.000309209779146	29.82906975552134
MOP2	en	‘ Goodness me , who on earth can that be ? ’	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-30.8109	-2.567575	-1.7958999999999996	-30.8552	-2.571266666666667	-1.8401999999999992	-35.917896213951245	-2.9931580178292703	-6.902896213951244
MOP2	en	Small specimens are sometimes confused with Synodontis petricolor .	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4	3.8	-21.7159	-2.412877777777778	2.292099999999998	-22.3798	-2.4866444444444444	1.6281999999999996	-30.64953568966259	-3.4055039655180654	-6.6415356896625894
MOP2	en	They called us out into the stadium too early and it was hot , very hot .	15	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-36.2444	-2.1320235294117644	8.023499999999999	-36.0313	-2.1194882352941176	8.236599999999996	-32.5918425208548	-1.9171672071091057	11.6760574791452
MOP2	en	The review copy is a solid black , but the basic model comes oil-finished .	13	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-38.9919	-2.59946	3.326599999999999	-39.1218	-2.60812	3.1967	-44.107891877368104	-2.9405261251578736	-1.7893918773681037
MOP2	en	In their bedroom something crashed to the floor , which immediately woke one of the twins who began to howl .	19	1, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.6	-56.8547	-2.7073666666666667	6.9361999999999995	-57.1755	-2.722642857142857	6.615400000000001	-48.12423384826052	-2.291630183250501	15.666666151739477
MOP2	en	Wanting a man who was such a louse .	8	4, 1, 1, 4, 4, 4, 1, 1, 4, 4, 1, 4, 1	2.61538461538	-22.7207	-2.524522222222222	4.6052	-22.3656	-2.4850666666666665	4.9603	-23.32696515691649	-2.5918850174351658	3.9989348430835108
MOP2	en	This essential motion can not take place except in a liquid medium .	12	4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4	3.8	-38.7562	-2.9812461538461537	3.1509	-38.2224	-2.9401846153846156	3.6846999999999994	-29.42447871834381	-2.2634214398726007	12.48262128165619
MOP2	en	Upper Stowe was once called Butter Stowe because the London carrier collected butter here .	14	4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4, 4	3.4	-42.1357	-2.8090466666666667	1.2391999999999967	-41.9721	-2.7981399999999996	1.4027999999999992	-50.49578905423521	-3.366385936949014	-7.120889054235214
MOP2	en	The induction of adhesion of particular T-cell subsets by specific cytokines would make the process of lymphocyte recruitment more flexible and selective .	22	4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4	3.72727272727	-57.6023	-2.5044478260869565	2.933399999999999	-57.0658	-2.481121739130435	3.4698999999999955	-51.44921275595225	-2.2369222937370545	9.086487244047746
MOP2	en	‘ If I'd been in your shoes I'd have walked right out on him . ’	13	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-31.6062	-1.9753875	3.2353000000000023	-31.5453	-1.97158125	3.2962000000000025	-35.32610880863773	-2.207881800539858	-0.4846088086377236
MOP2	en	‘ But it was lost — walls were built over it , the paper had disintegrated . ’	13	4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.75	-35.1045	-1.95025	3.121899999999997	-35.1564	-1.9531333333333332	3.0700000000000003	-49.19842242609419	-2.733245690338566	-10.972022426094192
MOP2	en	You can visit the village — it has a pub , beach and a shop — then retrace your steps through the woods to reach the Saints' Way .	25	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-62.0096	-2.1382620689655174	5.974899999999998	-61.131	-2.107965517241379	6.853499999999997	-56.68534566385582	-1.9546670918570972	11.299154336144177
MOP2	en	He's amongst the qualifiers for the Lancome trophy at Paris .	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-17.8418	-1.6219818181818182	2.1468000000000025	-17.9739	-1.633990909090909	2.0147000000000013	-34.20165817092082	-3.109241651901893	-14.21305817092082
MOP2	en	‘ Steal for you ? ’ he answered Laura's astonished protest , ‘ I'd do time .	11	4, 1, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4, 1, 4, 4, 1	3.0625	-36.355	-2.1385294117647056	2.1873000000000005	-36.8353	-2.1667823529411763	1.7070000000000007	-63.43408267765313	-3.731416628097243	-24.891782677653133
MOP2	en	The previous maximum flue length for the 10.5kW and 18kW output boilers was three metres .	15	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4	3.8	-29.7761	-1.86100625	1.4954	-29.8289	-1.86430625	1.4425999999999988	-48.587392634456755	-3.036712039653547	-17.315892634456755
MOP2	en	Rising slowly like an automaton , she made her way over to the counter and picked up the receiver .	18	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-48.9533	-2.447665	10.9555	-47.1043	-2.3552150000000003	12.804499999999996	-39.29989321217045	-1.9649946606085227	20.608906787829547
MOP2	en	Has he really offered you the job back ? 	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-28.2263	-3.1362555555555556	-0.9208999999999996	-31.0843	-3.453811111111111	-3.7789	-22.7281369753072	-2.525348552811911	4.577263024692797
MOP2	en	They were like cogs working together , fitting into place when and where they were needed .	15	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-44.72	-2.6305882352941174	8.547400000000003	-42.2687	-2.486394117647059	10.9987	-34.20419064697367	-2.0120112145278632	19.06320935302633
MOP2	en	Agnes , now fully dressed , went into the hall .	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-20.7702	-1.8882	7.4435	-19.3645	-1.7604090909090908	8.8492	-31.01711892488448	-2.819738084080407	-2.803418924884479
MOP2	en	Supplement per person per night £135 for the first night , £105 each additional night ( minimum 2 persons ) .	15	4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.75	-59.6294	-2.839495238095238	2.015900000000002	-58.9498	-2.8071333333333337	2.6954999999999956	-46.962997178680936	-2.2363331989848065	14.682302821319063
MOP2	en	You should obtain a Certificate of Posting , which is available free of charge at the counter .	16	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-42.5435	-2.3635277777777777	6.296199999999999	-41.3398	-2.2966555555555552	7.499900000000004	-30.876781357488152	-1.715376742082675	17.96291864251185
MOP2	en	The modernization and industrialization of nineteenth century Britain changed the population map .	12	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4	3.8	-29.5724	-2.2748	5.105700000000002	-29.9224	-2.3017230769230768	4.755700000000001	-32.096804439863206	-2.4689849569125544	2.5812955601367946
MOP2	en	Pallister's rivals are : Steve Bruce ( Manchester United ) ; Stuart Pearce ( Nottingham Forest ; Paul McGrath ( Aston Villa ) ; Gary Lineker ( Spurs ) ; Ray Houghton ( Liverpool ) .	21	4, 4, 1, 4, 4, 4, 4, 4, 4, 1	3.4	-65.2565	-1.8126805555555556	2.7280999999999977	-65.8453	-1.8290361111111109	2.1393000000000058	-66.48465665334298	-1.8467960181484162	1.4999433466570196
MOP2	en	‘ This shows the company didn't learn anything from this lesson .	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-32.1858	-2.68215	3.1004999999999967	-32.2813	-2.6901083333333333	3.0049999999999955	-30.225830846768147	-2.518819237230679	5.06046915323185
MOP2	en	Here we have an uninterrupted view of the prospect , and what a glorious prospect it is , stretching far away for many miles on every hand .	25	1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4, 4	3.4375	-69.6113	-2.4861178571428573	14.141800000000003	-69.2601	-2.473575	14.49300000000001	-49.601165847280406	-1.7714702088314431	34.1519341527196
MOP2	en	Two years before , two TA soldiers met at an Army open day .	12	4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4	3.57142857143	-34.7255	-2.480392857142857	6.250700000000002	-34.6348	-2.4739142857142857	6.3414	-39.75818088039177	-2.8398700628851263	1.218019119608229
MOP2	en	Orthodox Judaism continues to teach an elaborate separation of the menstruating woman from contact with the men of her family .	20	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-48.436	-2.3064761904761903	9.520600000000002	-48.7999	-2.323804761904762	9.1567	-44.83660010934722	-2.135076195683201	13.119999890652778
MOP2	en	A recent architectural survey revealed problems at the 60-year-old Salutation Church in Salutation Road .	14	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-37.4081	-2.493873333333333	2.523800000000002	-37.6231	-2.5082066666666667	2.308799999999998	-40.46274558034881	-2.697516372023254	-0.5308455803488101
MOP2	en	The fireplace in question was set into a huge thick wall that partly divided the main room .	17	1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4	3.47058823529	-53.5399	-2.974438888888889	3.484999999999999	-52.6467	-2.9248166666666666	4.3782	-38.814796378453146	-2.1563775765807303	18.210103621546857
MOP2	en	It is a brave move to start afresh in a garden , and a sure test of one's design talents .	19	4, 4, 4, 4, 4, 1, 4, 1, 1, 4, 4, 4, 4, 4, 1	3.2	-53.2936	-2.537790476190476	11.026399999999995	-53.1555	-2.531214285714286	11.16449999999999	-44.33443510355728	-2.1111635763598704	19.98556489644271
MOP2	en	Liverpool won early popularity as a result of Britain's military victories in the Peninsula , just as Mr Major's reputation was enhanced by the Gulf War .	25	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-62.6755	-2.321314814814815	12.151300000000006	-61.5957	-2.2813222222222223	13.231100000000003	-57.56865256089909	-2.132172317070337	17.258147439100917
MOP2	en	The EEC has banned BST until further research has been completed .	11	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-22.5432	-1.8786	5.283900000000003	-21.9398	-1.8283166666666668	5.8873	-31.668009173070228	-2.639000764422519	-3.8409091730702265
MOP2	en	This deliberate emphasis on the young people's unreliable and hurtful past relationships poses a dilemma for residential workers .	18	4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-54.2669	-2.856152631578947	4.850500000000004	-54.5693	-2.8720684210526315	4.548100000000005	-51.40846948434029	-2.705708920228436	7.708930515659716
MOP2	en	‘ As far as I can see we can either go for Dersingham or for the man himself .	17	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4	3.8	-40.455	-2.129210526315789	8.627000000000002	-40.3818	-2.125357894736842	8.700200000000002	-44.786481768360105	-2.357183250966321	4.295518231639896
MOP2	en	Distinction is drawn between existence of licence and its ceasing to have effect .	13	4, 4, 1, 1, 4, 1, 4, 4, 1, 1, 4, 1, 4, 4, 4, 4	2.875	-36.4896	-2.6064000000000003	4.051899999999996	-36.8699	-2.633564285714286	3.671599999999998	-35.93993925495983	-2.5671385182114164	4.601560745040167
MOP2	en	Turn them into public gardens and you create an attraction instead of an eyesore .	14	4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4	3.8	-42.2481	-2.8165400000000003	2.542099999999998	-42.5506	-2.8367066666666667	2.239599999999996	-32.54812360541231	-2.169874907027487	12.242076394587691
MOP2	en	Mr Hawke last week repeated his support for the airlines recruiting new pilots overseas and re-hiring their former pilots on individual contracts .	22	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4	3.78571428571	-60.2477	-2.6194652173913044	7.2679000000000045	-60.1959	-2.617213043478261	7.3197000000000045	-53.358301677155254	-2.3199261598763155	14.157298322844753
MOP2	en	In February , councillors refused to allow a variation of the hours .	11	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-24.6039	-1.892607692307692	4.492000000000001	-25.1003	-1.9307923076923077	3.9956	-33.92859703130646	-2.6098920793312663	-4.832697031306459
MOP2	en	Nine schools in three Midlands LEAs , will be identified for in-depth study , following a questionnaire survey .	16	4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4	3.57142857143	-44.495	-2.341842105263158	4.227700000000006	-43.8672	-2.3087999999999997	4.855500000000006	-50.27493825602386	-2.6460493818959927	-1.5522382560238555
MOP2	en	It is when the claim to neutrality is seen , as it must be , as a sham that damage is done to the judicial system .	24	4, 1, 1, 4, 1, 1, 4, 1, 4, 1, 1, 4, 4	2.38461538462	-64.0941	-2.3738555555555556	10.391000000000004	-63.9344	-2.3679407407407407	10.550700000000006	-49.23391768003248	-1.8234784325937954	25.251182319967526
MOP2	en	Some of the trees , the vegetation and the animals were mechanical creations of Mirage Enterprises .	15	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-40.9626	-2.409564705882353	6.393599999999999	-40.6954	-2.393847058823529	6.660800000000002	-38.67788901249107	-2.2751699419112397	8.67831098750893
MOP2	en	I say he because that is what I think of , though it could be they or even she .	18	4, 1, 4, 1, 1, 4, 4, 1, 4, 1, 4	2.63636363636	-55.3153	-2.765765	1.931599999999996	-54.6048	-2.73024	2.6420999999999992	-40.7571879085337	-2.0378593954266853	16.489712091466295
MOP2	en	They are scripted for NCR System 3000 , Sun , HP DECstation and IBM hosts .	13	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4	3.64705882353	-24.9998	-1.5624875	2.1720000000000006	-24.8936	-1.55585	2.278200000000002	-63.10416994605954	-3.9440106216287214	-35.93236994605954
MOP2	en	The sequel arises from Hook's Barrie-esque determination to usurp another man's family , and from the modern man's fear of the child within himself .	23	4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1	3.47058823529	-56.998	-2.2799199999999997	9.216500000000003	-57.6226	-2.304904	8.591900000000003	-67.6478863353956	-2.705915453415824	-1.4333863353955962
MOP2	en	He looked from one tired face to another .	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-23.6253	-2.625033333333333	2.489699999999999	-23.3928	-2.5992	2.7221999999999973	-19.559233682488184	-2.1732481869431317	6.555766317511814
MOP2	en	Invite the person closest to you to give you some honest feedback on the degree of diplomacy you exhibit .	19	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-59.3123	-2.965615	5.460799999999999	-59.159	-2.95795	5.6141000000000005	-39.83061955288013	-1.9915309776440064	24.94248044711987
MOP2	en	There is little scope and seemingly no consideration for a contract by the valuer as principal .	16	1, 4, 1, 4, 1, 4, 4, 4, 4, 1, 4, 1	2.75	-41.4163	-2.4362529411764706	5.890300000000003	-39.9884	-2.3522588235294117	7.3182000000000045	-44.65669987758215	-2.626864698681303	2.649900122417854
MOP2	en	‘ Oh , it's not so bad , ’ Charles offered feebly .	8	4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4	3.78571428571	-27.9235	-2.1479615384615385	5.544500000000003	-28.2776	-2.1752	5.190400000000004	-43.763512202886595	-3.366424015606661	-10.295512202886592
MOP2	en	And the programme ended as it dropped onto the fire to a chorus from the rest of Alf's family of ‘ unclean , unclean ’ .	22	4, 1, 1, 4, 4, 1, 1, 1, 4	2.33333333333	-55.6747	-2.1413346153846153	6.7830999999999975	-55.5175	-2.1352884615384613	6.940300000000001	-78.71919259775225	-3.0276612537597023	-16.261392597752256
MOP2	en	John Taylor was an itinerant craftsman who came from Oxford in 1839 to recast the church bells at Loughborough .	19	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-36.9686	-1.84843	6.458500000000001	-37.5942	-1.87971	5.832900000000002	-47.539753534084866	-2.3769876767042435	-4.112653534084863
MOP2	en	‘ What are you going to do next about Tweed ? ’	9	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-29.1603	-2.430025	2.094000000000001	-26.245	-2.1870833333333333	5.0093	-30.440674857802374	-2.5367229048168647	0.8136251421976262
MOP2	en	Be flexible , if necessary suggest that more time should be devoted to an item at a separate meeting .	18	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0	-51.8445	-2.592225	8.618700000000004	-52.1762	-2.60881	8.286999999999999	-43.0871859880524	-2.15435929940262	17.376014011947603
MOP2	en	It was originally published by the American company Houghton Mifflin ) .	10	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4	3.78571428571	-20.6905	-1.7242083333333331	5.5274	-20.0555	-1.6712916666666666	6.162400000000002	-27.904709376418605	-2.3253924480348838	-1.686809376418605
